category,function,direction,dbc_bus,dbc_id_hex,dbc_name,dbc_signals,log_marker,observed_channel,observed_bitrate,observed_id_hex,observed_dlc,observed_signal_or_byte,off_value,on_value,confidence,status,implementation_type,implementation_note
body,ignition_state,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_IGNSw; CF_Gway_Ign1; CF_Gway_Ign2,ignition_acc_ign_start,,,,,,,,0.0,dbc_candidate,read_only,
body,driver_door,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_DrvDrSw,door_driver_open_close,,,,,,,,0.0,dbc_candidate,read_only,
body,driver_door_mirror,car_to_adapter,M-CAN,0x1EB,GW_DDM_PE,C_DRVDoorStatus,door_driver_open_close,,,,,,,,0.0,dbc_candidate,mirror_to_hu,
body,passenger_door,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_AstDrSw,door_passenger_open_close,,,,,,,,0.0,dbc_candidate,read_only,
body,passenger_door_mirror,car_to_adapter,M-CAN,0x1EB,GW_DDM_PE,C_ASTDoorStatus,door_passenger_open_close,,,,,,,,0.0,dbc_candidate,mirror_to_hu,
body,rear_left_door,car_to_adapter,C-CAN,0x553,CGW2,CF_Gway_RLDrSw,door_rear_left_open_close,,,,,,,,0.0,dbc_candidate,read_only,
body,rear_left_door_mirror,car_to_adapter,M-CAN,0x1EB,GW_DDM_PE,C_RLDoorStatus,door_rear_left_open_close,,,,,,,,0.0,dbc_candidate,mirror_to_hu,
body,rear_right_door,car_to_adapter,C-CAN,0x553,CGW2,CF_Gway_RRDrSw,door_rear_right_open_close,,,,,,,,0.0,dbc_candidate,read_only,
body,rear_right_door_mirror,car_to_adapter,M-CAN,0x1EB,GW_DDM_PE,C_RRDoorStatus,door_rear_right_open_close,,,,,,,,0.0,dbc_candidate,mirror_to_hu,
body,trunk,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_TrunkTgSw,trunk_open_close,,,,,,,,0.0,dbc_candidate,read_only,
body,trunk_mirror,car_to_adapter,M-CAN,0x1EB,GW_DDM_PE,C_TrunkStatus,trunk_open_close,,,,,,,,0.0,dbc_candidate,mirror_to_hu,
body,hood,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_HoodSw,hood_open_close,,,,,,,,0.0,dbc_candidate,read_only,
body,lock_unlock,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_RKECmd; CF_Gway_DrvKeyLockSw; CF_Gway_DrvKeyUnlockSw; CF_Gway_PassiveAccessLock; CF_Gway_PassiveAccessUnlock,lock_unlock_key,,,,,,,,0.0,dbc_candidate,read_only,
body,driver_seatbelt,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_DrvSeatBeltSw,seatbelt_driver_on_off,,,,,,,,0.0,dbc_candidate,read_only,
body,passenger_seatbelt,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_AstSeatBeltSw,seatbelt_passenger_on_off,,,,,,,,0.0,dbc_candidate,read_only,
body,sunroof_open_state,car_to_adapter,C-CAN,0x541,CGW1,C_SunRoofOpenState; CF_Gway_RrSunRoofOpenState,sunroof_open_close,ch1,500000,0x541,8,DATA[7] bit1 mask 0x02,00/03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 03,0.85,confirmed_rx,read_only,"Full frame: C-CAN ch1 500000 STD ID 0x541 DLC 8 DATA ...; DATA[0]=03 is ignition, not sunroof."
body,window_states,car_to_adapter,C-CAN,0x559,CGW4,CF_Gway_DrvWdwStat; CF_Gway_AstWdwStat; CF_Gway_RLWdwState; CF_Gway_RRWdwState,window_each_open_close,,,,,,,,0.0,dbc_candidate,read_only,
comfort,steering_wheel_heater_state,car_to_adapter,C-CAN,0x559,CGW4,CF_Gway_StrgWhlHeatedState,heated_steering_button,,,,,,,,0.0,dbc_candidate,read_only,
body,outside_temperature,car_to_adapter,C-CAN,0x383,FATC11,CR_Fatc_OutTemp,outside_temp_baseline,,,,,,,,0.0,dbc_candidate,read_only,
body,engine_temperature,car_to_adapter,C-CAN,0x329,EMS12,TEMP_ENG,engine_warmup,,,,,,,,0.0,dbc_candidate,read_only,
body,battery_voltage,car_to_adapter,C-CAN,0x545,EMS14,VB,battery_voltage_acc_idle,,,,,,,,0.0,dbc_candidate,read_only,
motion,vehicle_speed_ems,car_to_adapter,C-CAN,0x316,EMS11,VS,speed_0_5_20_40,,,,,,,,0.0,dbc_candidate,read_only,
motion,vehicle_speed_wheels,car_to_adapter,C-CAN,0x386,WHL_SPD11,WHL_SPD_FL; WHL_SPD_FR; WHL_SPD_RL; WHL_SPD_RR,speed_0_5_20_40,,,,,,,,0.0,dbc_candidate,read_only,
motion,rpm_ems,car_to_adapter,C-CAN,0x316,EMS11,N,rpm_idle_1000_1500_2000,,,,,,,,0.0,dbc_candidate,read_only,
motion,gear_selector,car_to_adapter,C-CAN,0x111,TCU11,G_SEL_DISP; GEAR_TYPE; SWI_GS,gear_p_r_n_d,,,,,,,,0.0,dbc_candidate,read_only,
motion,gear_lvr,car_to_adapter,C-CAN,0x354,LVR11,CF_Lvr_GearInf,gear_p_r_n_d,,,,,,,,0.0,dbc_candidate,read_only,
motion,reverse_gear,car_to_adapter,C-CAN,0x111,TCU11,G_SEL_DISP,gear_r_on_off,,,,,,,,0.0,dbc_candidate,read_only,
motion,steering_angle_sas,car_to_adapter,C-CAN,0x2B0,SAS11,SAS_Angle,steering_left_center_right,,,,,,,,0.0,dbc_candidate,read_only,
motion,steering_angle_mdps,car_to_adapter,C-CAN,0x381,MDPS11,CR_Mdps_StrAng,steering_left_center_right,,,,,,,,0.0,dbc_candidate,read_only,
motion,brake_pedal,car_to_adapter,C-CAN,0x394,TCS13,BrakeLight,brake_pedal_press_release,,,,,,,,0.0,dbc_candidate,read_only,
motion,parking_brake,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_ParkBrakeSw,parking_brake_on_off,,,,,,,,0.0,dbc_candidate,read_only,
lights,turn_left,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_TurnSigLh; CF_Gway_TSigLHSw,turn_left,,,,,,,,0.0,dbc_candidate,read_only,
lights,turn_right,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_TurnSigRh; CF_Gway_TSigRHSw,turn_right,,,,,,,,0.0,dbc_candidate,read_only,
lights,hazard,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_HazardSw,hazard,,,,,,,,0.0,dbc_candidate,read_only,
lights,low_beam,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_HeadLampLow; CF_Gway_LightSwState,low_beam_on_off,,,,,,,,0.0,dbc_candidate,read_only,
lights,high_beam,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_HeadLampHigh; CF_Gway_HLpHighSw; CF_Gway_PassingSW,high_beam_on_off,,,,,,,,0.0,dbc_candidate,read_only,
lights,front_fog,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_Frt_Fog_Act,fog_front_on_off,,,,,,,,0.0,dbc_candidate,read_only,
lights,wipers,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_WiperIntSw; CF_Gway_WiperLowSw; CF_Gway_WiperHighSw; CF_Gway_WiperAutoSw; CF_Gway_WiperMistSw; CF_Gway_WiperIntT,wiper_modes,,,,,,,,0.0,dbc_candidate,read_only,
comfort,rear_wiper_state,car_to_adapter,C-CAN,0x559,CGW4,CF_Gway_RrWiperHighSw; CF_Gway_RrWiperLowSw,rear_wiper_modes,,,,,,,,0.0,dbc_candidate,read_only,
swrc,mode_source_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_ModeSW,swrc_mode_source,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,mute_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_MuteSW,swrc_mute,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,seek_down_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_SeekDnSW,swrc_seek_down,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,seek_up_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_SeekUpSW,swrc_seek_up,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,volume_down_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_VolDnSW,swrc_volume_down,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,volume_up_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_VolUpSW,swrc_volume_up,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,phone_answer_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_BTPhoneCallSW,swrc_phone_answer,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,phone_hangup_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_BTPhoneHangUpSW,swrc_phone_hangup,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,voice_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_SdsSW,swrc_voice,,,,,,,,0.0,dbc_candidate,uart_bridge,
media,hu_source_status,adapter_to_car,M-CAN,0x114,HU_CLU_PE_01,HU_OpState; HU_Navi_On_Off; HU_Track_Number; HU_Frequency,source_state_matrix,,,,,,,,0.2,seen_in_log,usb_to_can,
media,hu_nav_status,adapter_to_car,M-CAN,0x197,HU_CLU_PE_05,HU_MuteStatus; HU_VolumeStatus; HU_NaviStatus; HU_Navigation_On_Off,source_state_matrix,,,,,,,,0.2,seen_in_log,usb_to_can,
media,fm_station_text,adapter_to_car,M-CAN,0x4E8,TP_HU_FM_CLU,Byte0_TCP_and_Data,source_fm_text_16chars,,,,,,,,0.0,dbc_candidate,usb_to_can,
media,usb_media_text,adapter_to_car,M-CAN,0x490,TP_HU_USB_CLU,Byte0_TCP_and_Data,source_usb_spam_visible,,,,,,,,0.2,seen_in_log,filter_only,main candidate for Music USB spam
media,generic_multimedia_text,adapter_to_car,M-CAN,0x4E6,TP_HU_MLT_CLU,Byte0_TCP_and_Data,source_media_text,,,,,,,,0.2,seen_in_log,usb_to_can,
media,media_player_text,adapter_to_car,M-CAN,0x4EA,TP_HU_MP_CLU,Byte0_TCP_and_Data,source_media_player_text,,,,,,,,0.0,dbc_candidate,usb_to_can,
media,bt_ibox_text,adapter_to_car,M-CAN,0x4EE,TP_HU_IBOX_CLU,Byte0_TCP_and_Data,source_bt_music,,,,,,,,0.0,dbc_candidate,usb_to_can,
media,handsfree_phone,adapter_to_car,M-CAN,0x485,TP_HU_CLU_HF,Byte0_TCP_and_Data,phone_call_test,,,,,,,,0.0,dbc_candidate,usb_to_can,
media,android_auto_text,adapter_to_car,M-CAN,0x4F4,TP_HU_ANDAUTO_CLU,Byte0_TCP_and_Data,source_android_auto,,,,,,,,0.0,dbc_candidate,usb_to_can,do not confuse with C-CAN 0x4F4 SPAS12
media,carplay_text,adapter_to_car,M-CAN,0x4F2,TP_HU_CARPLAY_CLU,Byte0_TCP_and_Data,source_carplay,,,,,,,,0.0,dbc_candidate,usb_to_can,
navigation,tbt_status,adapter_to_car,M-CAN,0x115,HU_CLU_PE_02,TBT_Display_Type; TBT_Direction; TBT_Distance_Turn_Point; TBT_Bar_Graph_Level,nav_tbt_maneuvers,,,,,,,,0.0,dbc_candidate,usb_to_can,
navigation,tbt_text_transport,adapter_to_car,M-CAN,0x4BB,TP_HU_TBT_CLU,Byte0_TCP_and_Data,nav_tbt_text,,,,,,,,0.0,dbc_candidate,usb_to_can,
navigation,navi_text_transport,adapter_to_car,M-CAN,0x49B,TP_HU_NAVI_CLU,Byte0_TCP_and_Data,nav_street_text,,,,,,,,0.0,dbc_candidate,usb_to_can,
navigation,distance_eta,adapter_to_car,M-CAN,0x1E6,HU_CLU_PE_12,Navi_DistToDest_I; Navi_DistToDest_F; Navi_DistToDest_U; Navi_EstimHour; Navi_EstimMin; Navi_Compass,nav_distance_eta,,,,,,,,0.0,dbc_candidate,usb_to_can,
navigation,next_maneuver_points,adapter_to_car,M-CAN,0x1E7,HU_CLU_PE_13,Navi_DistToPoint1; Navi_DistToPoint2; Navi_DistToPoint3,nav_next_points,,,,,,,,0.0,dbc_candidate,usb_to_can,
navigation,speed_limit,adapter_to_car,M-CAN,0x1E5,HU_CLU_PE_11,Navi_SpdLimit,nav_speed_limit,,,,,,,,0.0,disabled,blocked,can trigger errors on trims without feature
amp,main_amp_settings,adapter_to_car,M-CAN,0x00F,HU_AMP_E_08,AMP_MainVolumeSet; AMP_BalanceSet; AMP_FadeSet; AMP_BassSet; AMP_MidSet; AMP_TrebleSet,amp_settings_test,,,,,,,,0.0,dbc_candidate,usb_to_can,
amp,amp_state_from_amp,car_to_adapter,M-CAN,0x183,AMP_HU_PE_03,AMP_MainVolumeSetting; AMP_BalanceSetting; AMP_FadeSetting; AMP_BassSetting; AMP_MidSetting; AMP_TrebleSetting,amp_state_read,,,,,,,,0.0,dbc_candidate,read_only,
climate,hu_driver_temp_up_down,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_DrTempUpDn,climate_driver_temp_steps,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,hu_passenger_temp_up_down,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_PsTempUpDn,climate_passenger_temp_steps,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,hu_main_blower,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_MainBlower,climate_main_blower_steps,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,hu_front_mode,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_FrontModeSet,climate_front_mode_steps,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,hu_auto,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_AutoSet,climate_auto_on_off,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,hu_off,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_OffReq,climate_off_on,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,hu_intake_recirc,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_IntakeSet,climate_intake_recirc,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,hu_ac,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_AcSet,climate_ac_on_off,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,hu_aqs,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_AqsSet,climate_aqs_on_off,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,hu_front_defog,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_FrontDefog,climate_front_defog,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,hu_rear_defog,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_RearDefog,climate_rear_defog,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,rear_defog_state,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_DefoggerRly,rear_defog_button,,,,,,,,0.0,dbc_candidate,read_only,
comfort,steering_wheel_heater_command_probe,unknown,C-CAN,0x559,CGW4,CF_Gway_StrgWhlHeatedState,heated_steering_remote_or_starline,,,,,,,,0.0,blocked,blocked,status known; command frame unknown
climate,hu_zone_sync,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_ZoneControl,climate_zone_sync,,,,,,,,0.0,dbc_candidate,usb_to_can,
climate,datc_temp_display,car_to_adapter,M-CAN,0x131,DATC_PE_02,DATC_DrTempDispC; DATC_PsTempDispC; DATC_DrTempDispF; DATC_PsTempDispF,climate_temp_display,,,,,,,,0.0,dbc_candidate,read_only,
climate,datc_mode_display,car_to_adapter,M-CAN,0x132,DATC_PE_03,DATC_ModeDisp; DATC_AutoDisp; DATC_IntakeDisp; DATC_AcDisp; DATC_DualDisp; DATC_OffDisp; DATC_MainBlowerDisp,climate_display_states,,,,,,,,0.0,dbc_candidate,read_only,
climate,datc_seat_heat_vent,car_to_adapter,M-CAN,0x134,DATC_PE_05,DATC_DrSeatWarmerDisp; DATC_PsSeatWarmerDisp; DATC_DrVentSeatDisp; DATC_PSVentSeatDisp,climate_seat_heat_vent,,,,,,,,0.0,dbc_candidate,read_only,
climate,driver_seat_heater_candidate,car_to_adapter,C-CAN,0x4E5,unknown,raw candidate: DATA[1] and DATA[3],DRIVER_SEAT_HEAT_ONLY_10S_START,ch1,500000,0x4E5,8,"unique=6; changing bytes DATA[1], DATA[3]; top 80 5A 00 02 49 C4 00 00 / 80 5E 00 02 49 C4 00 00 / 80 6E 00 03 49 C4 00 00",80 5A 00 02 49 C4 00 00,80 5E/6E/72 00 02/03 49 C4 00 00,0.55,seen_in_log,read_only,"10s isolated driver seat heater test; candidate only, level mapping 1/2/3/off not confirmed."
climate,driver_seat_heater_secondary_candidate,car_to_adapter,C-CAN,0x5CF,unknown,raw candidate: DATA[1] and DATA[4],DRIVER_SEAT_HEAT_ONLY_10S_START,ch1,500000,0x5CF,8,"unique=35; changing bytes DATA[0], DATA[1], DATA[4]; examples 3E 23 00 00 10 7F 80 00 / 41 21 00 00 11 7F 80 00",,,0.35,seen_in_log,read_only,"Secondary/noisy candidate; may include cabin climate/seat state, use with 0x4E5 until isolated level mapping is captured."
climate,datc_ccan_display,car_to_adapter,C-CAN,0x043,DATC13,CF_Datc_ModDisp; CF_Datc_IntakeDisp; CF_Datc_AutoDisp; CF_Datc_AcDisp; CF_Datc_DualDisp; CF_Datc_FrontBlwDisp,climate_display_states,,,,,,,,0.0,dbc_candidate,read_only,
climate,datc_ccan_temp,car_to_adapter,C-CAN,0x042,DATC12,CR_Datc_DrTempDispC; CR_Datc_PsTempDispC,climate_temp_display,,,,,,,,0.0,dbc_candidate,read_only,
parking,pas_display,car_to_adapter,C-CAN,0x436,PAS11,CF_Gway_PASDisplayFLH; CF_Gway_PASDisplayFRH; CF_Gway_PASDisplayFCTR; CF_Gway_PASDisplayRCTR; CF_Gway_PASDisplayRLH; CF_Gway_PASDisplayRRH; PASRsound; PASFsound,parking_sensor_near_far,,,,,,,,0.1,seen_constant_zero_in_log,mirror_to_hu,captured in reverse/parking segments but stayed 00 00 00 00; obstacle distances not captured
parking,spas_status,car_to_adapter,C-CAN,0x390,SPAS11,CF_Spas_Stat; CR_Spas_StrAngCmd; CF_Spas_BeepAlarm; CF_Spas_PasVol,spas_reverse_steering,,,,,,,,0.3,seen_in_log,mirror_to_hu,"0x390 changes continuously; mixed steering/SPAS status, needs isolated R+obstacle mapping"
parking,spas_display_zones,car_to_adapter,C-CAN,0x4F4,SPAS12,CF_Spas_FIL_Ind; CF_Spas_FIR_Ind; CF_Spas_RIL_Ind; CF_Spas_RIR_Ind; CF_Spas_BEEP_Alarm,parking_sensor_zones,,,,,,,,0.45,best_current_candidate,mirror_to_hu,"0x4F4 toggles with front sensor button and reverse; values include 00 00 C0 ... 00/01, 00 01 C0 ... 30 01, 24/25/26/27 02/03 C0 ..."
safety,rcta_left_right,car_to_adapter,C-CAN,0x58B,LCA11,CF_Rcta_Stat; CF_RCTA_IndLeft; CF_RCTA_IndRight; CF_RCTA_IndBriLeft; CF_RCTA_IndBriRight,rcta_left_right,,,,,,,,0.1,baseline_only,mirror_to_hu,0x58B stayed 11 00 04 00 00 00 00 20 in parking segments; no left/right RCTA event captured
safety,blind_spot_lca,car_to_adapter,C-CAN,0x58B,LCA11,CF_Lca_Stat; CF_Lca_IndLeft; CF_Lca_IndRight; CF_Lca_IndBriLeft; CF_Lca_IndBriRight,lca_left_right,,,,,,,,0.2,seen_in_log,mirror_to_hu,
safety,rear_collision_warning,car_to_adapter,C-CAN,0x58B,LCA11,CF_Rcw_Stat; CF_RCW_Warning,rcw_warning,,,,,,,,0.0,dbc_candidate,mirror_to_hu,
safety,lka_warning,car_to_adapter,C-CAN,0x340,LKAS11,CF_Lkas_SysWarning; CF_Lkas_HbaLamp,lkas_passive_read,,,,,,,,0.0,dbc_candidate,read_only,
safety,tpms_warning,car_to_adapter,C-CAN,0x593,TPMS11,TPMS_W_LAMP; POS_FL_W_LAMP; POS_FR_W_LAMP; POS_RL_W_LAMP; POS_RR_W_LAMP,tpms_baseline_request,,,,,,,,0.0,dbc_candidate,read_only,
safety,abs_tcs_esp_lamps,car_to_adapter,C-CAN,0x507,TCS15,ABS_W_LAMP; TCS_OFF_LAMP; TCS_LAMP; EBD_W_LAMP; AVH_LAMP,passive_safety_lamps,,,,,,,,0.0,dbc_candidate,read_only,
settings,cluster_usm_new_values,cluster_to_gateway,C-CAN,0x515,CLU14,CF_Clu_DoorLSNValueSet; CF_Clu_TempUnitNValueSet; CF_Clu_LcaNValueSet; CF_Clu_RctaNValueSet; CF_Clu_RcwNValueSet; CF_Clu_LkasModeNValueSet; CF_Clu_FcwNValueSet; CF_Clu_PasSpkrLvNValueSet,cluster_settings_one_by_one,,,,,,,,0.0,dbc_candidate,read_only,
settings,gateway_usm_return_values,gateway_to_cluster,C-CAN,0x410,CGW_USM1,CF_Gway_ATTurnRValue; CF_Gway_TTUnlockRValue; CF_Gway_ADrLRValue; CF_Gway_PSMRValue; CF_Gway_OTTurnRValue; CF_Gway_HfreeTrunkRValue; CF_Gway_RearWiperRValue; CF_Gway_PasSpkrLvRValue,cluster_settings_one_by_one,,,,,,,,0.0,dbc_candidate,read_only,
settings,hu_gateway_settings_request,hu_to_gateway,C-CAN,0x526,HU_GW_E_00,C_ADrLURValueReq; C_TwUnRValueReq; C_AlarmRValueReq; C_IMSRValueReq; C_TriTurnLRValueReq; C_LkasWarnRValueReq,hu_car_settings_test,,,,,,,,0.0,dbc_candidate,read_only,
settings,hu_gateway_settings_set,hu_to_gateway,C-CAN,0x527,HU_GW_E_01,C_ADrLNValueSet; C_ADrUNValueSet; C_TwUnNValueSet; C_ABuzzerNValueSet; C_ArmWKeyNValueSet; C_PSMNValueSet; C_SCMNValueSet,hu_car_settings_test,,,,,,,,0.0,dbc_candidate,read_only,
settings,gateway_hu_settings_reply,gateway_to_hu,C-CAN,0x524,GW_HU_E_00,C_ADrLUNValueConf; C_TwUnNValueConf; C_AlarmNValueConf; C_PSMNValueConf; C_SCMNValueConf; C_TriTurnLNValueConf,hu_car_settings_test,,,,,,,,0.0,dbc_candidate,read_only,
settings,gateway_hu_settings_values,gateway_to_hu,C-CAN,0x525,GW_HU_E_01,C_ADrLRValue; C_ADrURValue; C_TwUnRValue; C_ABuzzerRValue; C_ArmWKeyRValue; C_PSMRValue; C_SCMRValue,hu_car_settings_test,,,,,,,,0.0,dbc_candidate,read_only,
experimental,telematics_requests_ccan,telematics_to_gateway,C-CAN,0x53A,TMU_GW_E_01,CF_Gway_TeleReqDrLock; CF_Gway_TeleReqDrUnlock; CF_Gway_TeleReqHazard; CF_Gway_TeleReqHorn; CF_Gway_TeleReqEngineOperate,starline_or_telematics_action,,,,,,,,0.0,blocked,blocked,active vehicle control; log only
experimental,telematics_requests_mcan,telematics_to_gateway,M-CAN,0x043,TMU_GW_E_01,C_ReqDrLock; C_ReqDrUnlock; C_ReqHazard; C_ReqHorn; C_ReqEngineOperate,starline_or_telematics_action,,,,,,,,0.0,blocked,blocked,active vehicle control; log only
diagnostics,datc_self_diag_ccan,car_to_adapter,C-CAN,0x040,DATC14,CF_Datc_DiagMode; CR_Datc_SelfDiagCode,datc_diag_passive,,,,,,,,0.0,dbc_candidate,read_only,
diagnostics,datc_self_diag_mcan,car_to_adapter,M-CAN,0x133,DATC_PE_04,DATC_DiagMode; DATC_SelfDiagDisp,datc_diag_passive,,,,,,,,0.0,dbc_candidate,read_only,
diagnostics,acu_dtc_passive,car_to_adapter,C-CAN,0x5A0,ACU11,CF_Acu_Dtc,passive_safety_lamps,,,,,,,,0.0,blocked,read_only,airbag DTC passive only
diagnostics,gateway_diag_states,car_to_adapter,C-CAN,0x553,CGW2,CF_Gway_GwayDiagState; CF_Gway_DDMDiagState; CF_Gway_SCMDiagState; CF_Gway_PSMDiagState; CF_Gway_SJBDiagState; CF_Gway_IPMDiagState,gateway_diag_passive,,,,,,,,0.0,dbc_candidate,read_only,
diagnostics,obd_uds_probe,external_tester_to_ecu,unknown,0x7DF,ISO_TP_OBD_UDS,Byte0_TCP_and_Data,obd_uds_readonly_probe,,,,,,,,0.0,blocked,blocked,use only after separate safety decision
